"industry_code","industry_title"
"3359","NAICS 3359 Other electrical equipment and component manufacturing"
"33591","NAICS 33591 Battery manufacturing"
"335910","NAICS 335910 Battery manufacturing"
"335911","NAICS17 335911 Storage battery manufacturing"
"335912","NAICS17 335912 Primary battery manufacturing"
"33592","NAICS 33592 Communication and energy wire and cable manufacturing"
"335921","NAICS 335921 Fiber optic cable manufacturing"
"335929","NAICS 335929 Other communication and energy wire manufacturing"
"33593","NAICS 33593 Wiring device manufacturing"
"335931","NAICS 335931 Current-carrying wiring device manufacturing"
"335932","NAICS 335932 Noncurrent-carrying wiring device manufacturing"
"33599","NAICS 33599 All other electrical equipment and component manufacturing"
"335991","NAICS 335991 Carbon and graphite product manufacturing"
"335999","NAICS 335999 All other miscellaneous electrical equipment and component manufacturing"
"336","NAICS 336 Transportation equipment manufacturing"
"3361","NAICS 3361 Motor vehicle manufacturing"
"33611","NAICS 33611 Automobile and light duty motor vehicle manufacturing"
"336110","NAICS 336110 Automobile and light duty motor vehicle manufacturing"
"336111","NAICS17 336111 Automobile manufacturing"
"336112","NAICS17 336112 Light truck and utility vehicle manufacturing"
"33612","NAICS 33612 Heavy duty truck manufacturing"
"336120","NAICS 336120 Heavy duty truck manufacturing"
"3362","NAICS 3362 Motor vehicle body and trailer manufacturing"
"33621","NAICS 33621 Motor vehicle body and trailer manufacturing"
"336211","NAICS 336211 Motor vehicle body manufacturing"
"336212","NAICS 336212 Truck trailer manufacturing"
"336213","NAICS 336213 Motor home manufacturing"
"336214","NAICS 336214 Travel trailer and camper manufacturing"
"3363","NAICS 3363 Motor vehicle parts manufacturing"
"33631","NAICS 33631 Motor vehicle gasoline engine and engine parts manufacturing"
"336310","NAICS 336310 Motor vehicle gasoline engine and engine parts manufacturing"
"336311","NAICS07 336311 Carburetor, piston, ring, and valve mfg."
"336312","NAICS07 336312 Gasoline engine and engine parts mfg."
"33632","NAICS 33632 Motor vehicle electrical and electronic equipment manufacturing"
"336320","NAICS 336320 Motor vehicle electrical and electronic equipment manufacturing"
"336321","NAICS07 336321 Vehicular lighting equipment manufacturing"
"336322","NAICS07 336322 Other motor vehicle electric equipment mfg."
"33633","NAICS 33633 Motor vehicle steering and suspension components (except spring) manufacturing"
"336330","NAICS 336330 Motor vehicle steering and suspension components (except spring) manufacturing"
"33634","NAICS 33634 Motor vehicle brake system manufacturing"
"336340","NAICS 336340 Motor vehicle brake system manufacturing"
"33635","NAICS 33635 Motor vehicle transmission and power train parts manufacturing"
"336350","NAICS 336350 Motor vehicle transmission and power train parts manufacturing"
"33636","NAICS 33636 Motor vehicle seating and interior trim manufacturing"
"336360","NAICS 336360 Motor vehicle seating and interior trim manufacturing"
"33637","NAICS 33637 Motor vehicle metal stamping"
"336370","NAICS 336370 Motor vehicle metal stamping"
"33639","NAICS 33639 Other motor vehicle parts manufacturing"
"336390","NAICS 336390 Other motor vehicle parts manufacturing"
"336391","NAICS07 336391 Motor vehicle air-conditioning manufacturing"
"336399","NAICS07 336399 All other motor vehicle parts manufacturing"
"3364","NAICS 3364 Aerospace product and parts manufacturing"
"33641","NAICS 33641 Aerospace product and parts manufacturing"
"336411","NAICS 336411 Aircraft manufacturing"
"336412","NAICS 336412 Aircraft engine and engine parts manufacturing"
"336413","NAICS 336413 Other aircraft parts and auxiliary equipment manufacturing"
"336414","NAICS 336414 Guided missile and space vehicle manufacturing"
"336415","NAICS 336415 Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing"
"336419","NAICS 336419 Other guided missile and space vehicle parts and auxiliary equipment manufacturing"
"3365","NAICS 3365 Railroad rolling stock manufacturing"
"33651","NAICS 33651 Railroad rolling stock manufacturing"
"336510","NAICS 336510 Railroad rolling stock manufacturing"
"3366","NAICS 3366 Ship and boat building"
"33661","NAICS 33661 Ship and boat building"
"336611","NAICS 336611 Ship building and repairing"
"336612","NAICS 336612 Boat building"
"3369","NAICS 3369 Other transportation equipment manufacturing"
"33699","NAICS 33699 Other transportation equipment manufacturing"
"336991","NAICS 336991 Motorcycle, bicycle, and parts manufacturing"
"336992","NAICS 336992 Military armored vehicle, tank, and tank component manufacturing"
"336999","NAICS 336999 All other transportation equipment manufacturing"
"337","NAICS 337 Furniture and related product manufacturing"
"3371","NAICS 3371 Household and institutional furniture and kitchen cabinet manufacturing"
"33711","NAICS 33711 Wood kitchen cabinet and countertop manufacturing"
"337110","NAICS 337110 Wood kitchen cabinet and countertop manufacturing"
"33712","NAICS 33712 Household and institutional furniture manufacturing"
"337121","NAICS 337121 Upholstered household furniture manufacturing"
"337122","NAICS 337122 Nonupholstered wood household furniture manufacturing"
"337124","NAICS17 337124 Metal household furniture manufacturing"
"337125","NAICS17 337125 Household furniture, exc. wood or metal, mfg."
"337126","NAICS 337126 Household furniture (except wood and upholstered) manufacturing"
"337127","NAICS 337127 Institutional furniture manufacturing"
"337129","NAICS07 337129 Wood tv, radio, and sewing machine housings"
"3372","NAICS 3372 Office furniture (including fixtures) manufacturing"
"33721","NAICS 33721 Office furniture (including fixtures) manufacturing"
"337211","NAICS 337211 Wood office furniture manufacturing"
"337212","NAICS 337212 Custom architectural woodwork and millwork manufacturing"
"337214","NAICS 337214 Office furniture (except wood) manufacturing"
"337215","NAICS 337215 Showcase, partition, shelving, and locker manufacturing"
"3379","NAICS 3379 Other furniture related product manufacturing"
"33791","NAICS 33791 Mattress manufacturing"
"337910","NAICS 337910 Mattress manufacturing"
"33792","NAICS 33792 Blind and shade manufacturing"
"337920","NAICS 337920 Blind and shade manufacturing"
"339","NAICS 339 Miscellaneous manufacturing"
"3391","NAICS 3391 Medical equipment and supplies manufacturing"
"33911","NAICS 33911 Medical equipment and supplies manufacturing"
"339111","NAICS02 339111 Laboratory apparatus and furniture mfg."
"339112","NAICS 339112 Surgical and medical instrument manufacturing"
"339113","NAICS 339113 Surgical appliance and supplies manufacturing"
"339114","NAICS 339114 Dental equipment and supplies manufacturing"
"339115","NAICS 339115 Ophthalmic goods manufacturing"
"339116","NAICS 339116 Dental laboratories"
"3399","NAICS 3399 Other miscellaneous manufacturing"
"33991","NAICS 33991 Jewelry and silverware manufacturing"
"339910","NAICS 339910 Jewelry and silverware manufacturing"
"339911","NAICS07 339911 Jewelry, except costume, manufacturing"
"339912","NAICS07 339912 Silverware and hollowware manufacturing"
"339913","NAICS07 339913 Jewelers' material and lapidary work mfg."
"339914","NAICS07 339914 Costume jewelry and novelty manufacturing"
"33992","NAICS 33992 Sporting and athletic goods manufacturing"
"339920","NAICS 339920 Sporting and athletic goods manufacturing"
"33993","NAICS 33993 Doll, toy, and game manufacturing"
"339930","NAICS 339930 Doll, toy, and game manufacturing"
"339931","NAICS07 339931 Doll and stuffed toy manufacturing"
"339932","NAICS07 339932 Game, toy, and children's vehicle mfg."
"33994","NAICS 33994 Office supplies (except paper) manufacturing"
"339940","NAICS 339940 Office supplies (except paper) manufacturing"
"339941","NAICS07 339941 Pen and mechanical pencil manufacturing"
"339942","NAICS07 339942 Lead pencil and art good manufacturing"
"339943","NAICS07 339943 Marking device manufacturing"
"339944","NAICS07 339944 Carbon paper and inked ribbon manufacturing"
"33995","NAICS 33995 Sign manufacturing"
"339950","NAICS 339950 Sign manufacturing"
"33999","NAICS 33999 All other miscellaneous manufacturing"
"339991","NAICS 339991 Gasket, packing, and sealing device manufacturing"
"339992","NAICS 339992 Musical instrument manufacturing"
"339993","NAICS 339993 Fastener, button, needle, and pin manufacturing"
"339994","NAICS 339994 Broom, brush, and mop manufacturing"
"339995","NAICS 339995 Burial casket manufacturing"
"339999","NAICS 339999 All other miscellaneous manufacturing"
"42","NAICS 42 Wholesale trade"
"423","NAICS 423 Merchant wholesalers, durable goods"
"4231","NAICS 4231 Motor vehicle and motor vehicle parts and supplies merchant wholesalers"
"42311","NAICS 42311 Automobile and other motor vehicle merchant wholesalers"
"423110","NAICS 423110 Automobile and other motor vehicle merchant wholesalers"
"42312","NAICS 42312 Motor vehicle supplies and new parts merchant wholesalers"
"423120","NAICS 423120 Motor vehicle supplies and new parts merchant wholesalers"
"42313","NAICS 42313 Tire and tube merchant wholesalers"
"423130","NAICS 423130 Tire and tube merchant wholesalers"
"42314","NAICS 42314 Motor vehicle parts (used) merchant wholesalers"
"423140","NAICS 423140 Motor vehicle parts (used) merchant wholesalers"
"4232","NAICS 4232 Furniture and home furnishing merchant wholesalers"
"42321","NAICS 42321 Furniture merchant wholesalers"
"423210","NAICS 423210 Furniture merchant wholesalers"
"42322","NAICS 42322 Home furnishing merchant wholesalers"
"423220","NAICS 423220 Home furnishing merchant wholesalers"
"4233","NAICS 4233 Lumber and other construction materials merchant wholesalers"
"42331","NAICS 42331 Lumber, plywood, millwork, and wood panel merchant wholesalers"
"423310","NAICS 423310 Lumber, plywood, millwork, and wood panel merchant wholesalers"
"42332","NAICS 42332 Brick, stone, and related construction material merchant wholesalers"
"423320","NAICS 423320 Brick, stone, and related construction material merchant wholesalers"
"42333","NAICS 42333 Roofing, siding, and insulation material merchant wholesalers"
"423330","NAICS 423330 Roofing, siding, and insulation material merchant wholesalers"
"42339","NAICS 42339 Other construction material merchant wholesalers"
"423390","NAICS 423390 Other construction material merchant wholesalers"
"4234","NAICS 4234 Professional and commercial equipment and supplies merchant wholesalers"
"42341","NAICS 42341 Photographic equipment and supplies merchant wholesalers"
"423410","NAICS 423410 Photographic equipment and supplies merchant wholesalers"
"42342","NAICS 42342 Office equipment merchant wholesalers"
"423420","NAICS 423420 Office equipment merchant wholesalers"
"42343","NAICS 42343 Computer and computer peripheral equipment and software merchant wholesalers"
"423430","NAICS 423430 Computer and computer peripheral equipment and software merchant wholesalers"
"42344","NAICS 42344 Other commercial equipment merchant wholesalers"
"423440","NAICS 423440 Other commercial equipment merchant wholesalers"
"42345","NAICS 42345 Medical, dental, and hospital equipment and supplies merchant wholesalers"
"423450","NAICS 423450 Medical, dental, and hospital equipment and supplies merchant wholesalers"
"42346","NAICS 42346 Ophthalmic goods merchant wholesalers"
"423460","NAICS 423460 Ophthalmic goods merchant wholesalers"
"42349","NAICS 42349 Other professional equipment and supplies merchant wholesalers"
"423490","NAICS 423490 Other professional equipment and supplies merchant wholesalers"
"4235","NAICS 4235 Metal and mineral (except petroleum) merchant wholesalers"
"42351","NAICS 42351 Metal service centers and other metal merchant wholesalers"
"423510","NAICS 423510 Metal service centers and other metal merchant wholesalers"
"42352","NAICS 42352 Coal and other mineral and ore merchant wholesalers"
"423520","NAICS 423520 Coal and other mineral and ore merchant wholesalers"
"4236","NAICS 4236 Household appliances and electrical and electronic goods merchant wholesalers"
"42361","NAICS 42361 Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers"
"423610","NAICS 423610 Electrical apparatus and equipment, wiring supplies, and related equipment merchant wholesalers"
"42362","NAICS 42362 Household appliances, electric housewares, and consumer electronics merchant wholesalers"
"423620","NAICS 423620 Household appliances, electric housewares, and consumer electronics merchant wholesalers"
"42369","NAICS 42369 Other electronic parts and equipment merchant wholesalers"
"423690","NAICS 423690 Other electronic parts and equipment merchant wholesalers"
"4237","NAICS 4237 Hardware, and plumbing and heating equipment and supplies merchant wholesalers"
"42371","NAICS 42371 Hardware merchant wholesalers"
"423710","NAICS 423710 Hardware merchant wholesalers"
"42372","NAICS 42372 Plumbing and heating equipment and supplies (hydronics) merchant wholesalers"
"423720","NAICS 423720 Plumbing and heating equipment and supplies (hydronics) merchant wholesalers"
"42373","NAICS 42373 Warm air heating and air-conditioning equipment and supplies merchant wholesalers"
"423730","NAICS 423730 Warm air heating and air-conditioning equipment and supplies merchant wholesalers"
"42374","NAICS 42374 Refrigeration equipment and supplies merchant wholesalers"
"423740","NAICS 423740 Refrigeration equipment and supplies merchant wholesalers"
"4238","NAICS 4238 Machinery, equipment, and supplies merchant wholesalers"
"42381","NAICS 42381 Construction and mining (except oil well) machinery and equipment merchant wholesalers"
"423810","NAICS 423810 Construction and mining (except oil well) machinery and equipment merchant wholesalers"
"42382","NAICS 42382 Farm and garden machinery and equipment merchant wholesalers"
"423820","NAICS 423820 Farm and garden machinery and equipment merchant wholesalers"
"42383","NAICS 42383 Industrial machinery and equipment merchant wholesalers"
"423830","NAICS 423830 Industrial machinery and equipment merchant wholesalers"
"42384","NAICS 42384 Industrial supplies merchant wholesalers"
"423840","NAICS 423840 Industrial supplies merchant wholesalers"
"42385","NAICS 42385 Service establishment equipment and supplies merchant wholesalers"
"423850","NAICS 423850 Service establishment equipment and supplies merchant wholesalers"
"42386","NAICS 42386 Transportation equipment and supplies (except motor vehicle) merchant wholesalers"
"423860","NAICS 423860 Transportation equipment and supplies (except motor vehicle) merchant wholesalers"
"4239","NAICS 4239 Miscellaneous durable goods merchant wholesalers"
"42391","NAICS 42391 Sporting and recreational goods and supplies merchant wholesalers"
"423910","NAICS 423910 Sporting and recreational goods and supplies merchant wholesalers"
"42392","NAICS 42392 Toy and hobby goods and supplies merchant wholesalers"
"423920","NAICS 423920 Toy and hobby goods and supplies merchant wholesalers"
"42393","NAICS 42393 Recyclable material merchant wholesalers"
"423930","NAICS 423930 Recyclable material merchant wholesalers"
"42394","NAICS 42394 Jewelry, watch, precious stone, and precious metal merchant wholesalers"
"423940","NAICS 423940 Jewelry, watch, precious stone, and precious metal merchant wholesalers"
"42399","NAICS 42399 Other miscellaneous durable goods merchant wholesalers"
"423990","NAICS 423990 Other miscellaneous durable goods merchant wholesalers"
"424","NAICS 424 Merchant wholesalers, nondurable goods"
"4241","NAICS 4241 Paper and paper product merchant wholesalers"
"42411","NAICS 42411 Printing and writing paper merchant wholesalers"
"424110","NAICS 424110 Printing and writing paper merchant wholesalers"
"42412","NAICS 42412 Stationery and office supplies merchant wholesalers"
"424120","NAICS 424120 Stationery and office supplies merchant wholesalers"
"42413","NAICS 42413 Industrial and personal service paper merchant wholesalers"
"424130","NAICS 424130 Industrial and personal service paper merchant wholesalers"
"4242","NAICS 4242 Drugs and druggists' sundries merchant wholesalers"
"42421","NAICS 42421 Drugs and druggists' sundries merchant wholesalers"
"424210","NAICS 424210 Drugs and druggists' sundries merchant wholesalers"
"4243","NAICS 4243 Apparel, piece goods, and notions merchant wholesalers"
"42431","NAICS 42431 Piece goods, notions, and other dry goods merchant wholesalers"
"424310","NAICS 424310 Piece goods, notions, and other dry goods merchant wholesalers"
"42432","NAICS17 42432 Men's and boys' clothing merchant wholesalers"
"424320","NAICS17 424320 Men's and boys' clothing merchant wholesalers"
"42433","NAICS17 42433 Women's and children's clothing merch. whls."
"424330","NAICS17 424330 Women's and children's clothing merch. whls."
"42434","NAICS 42434 Footwear merchant wholesalers"
"424340","NAICS 424340 Footwear merchant wholesalers"
"42435","NAICS 42435 Clothing and clothing accessories merchant wholesalers"
"424350","NAICS 424350 Clothing and clothing accessories merchant wholesalers"
"4244","NAICS 4244 Grocery and related product merchant wholesalers"
"42441","NAICS 42441 General line grocery merchant wholesalers"
"424410","NAICS 424410 General line grocery merchant wholesalers"
"42442","NAICS 42442 Packaged frozen food merchant wholesalers"
"424420","NAICS 424420 Packaged frozen food merchant wholesalers"
"42443","NAICS 42443 Dairy product (except dried or canned) merchant wholesalers"
"424430","NAICS 424430 Dairy product (except dried or canned) merchant wholesalers"
"42444","NAICS 42444 Poultry and poultry product merchant wholesalers"
"424440","NAICS 424440 Poultry and poultry product merchant wholesalers"
"42445","NAICS 42445 Confectionery merchant wholesalers"
"424450","NAICS 424450 Confectionery merchant wholesalers"
"42446","NAICS 42446 Fish and seafood merchant wholesalers"
"424460","NAICS 424460 Fish and seafood merchant wholesalers"
"42447","NAICS 42447 Meat and meat product merchant wholesalers"
"424470","NAICS 424470 Meat and meat product merchant wholesalers"
"42448","NAICS 42448 Fresh fruit and vegetable merchant wholesalers"
"424480","NAICS 424480 Fresh fruit and vegetable merchant wholesalers"
"42449","NAICS 42449 Other grocery and related products merchant wholesalers"
"424490","NAICS 424490 Other grocery and related products merchant wholesalers"
"4245","NAICS 4245 Farm product raw material merchant wholesalers"
"42451","NAICS 42451 Grain and field bean merchant wholesalers"
"424510","NAICS 424510 Grain and field bean merchant wholesalers"
"42452","NAICS 42452 Livestock merchant wholesalers"
"424520","NAICS 424520 Livestock merchant wholesalers"
"42459","NAICS 42459 Other farm product raw material merchant wholesalers"
"424590","NAICS 424590 Other farm product raw material merchant wholesalers"
"4246","NAICS 4246 Chemical and allied products merchant wholesalers"
"42461","NAICS 42461 Plastics materials and basic forms and shapes merchant wholesalers"
"424610","NAICS 424610 Plastics materials and basic forms and shapes merchant wholesalers"
"42469","NAICS 42469 Other chemical and allied products merchant wholesalers"
"424690","NAICS 424690 Other chemical and allied products merchant wholesalers"
"4247","NAICS 4247 Petroleum and petroleum products merchant wholesalers"
"42471","NAICS 42471 Petroleum bulk stations and terminals"
"424710","NAICS 424710 Petroleum bulk stations and terminals"
"42472","NAICS 42472 Petroleum and petroleum products merchant wholesalers (except bulk stations and terminals)"
"424720","NAICS 424720 Petroleum and petroleum products merchant wholesalers (except bulk stations and terminals)"
"4248","NAICS 4248 Beer, wine, and distilled alcoholic beverage merchant wholesalers"
"42481","NAICS 42481 Beer and ale merchant wholesalers"
"424810","NAICS 424810 Beer and ale merchant wholesalers"
"42482","NAICS 42482 Wine and distilled alcoholic beverage merchant wholesalers"
"424820","NAICS 424820 Wine and distilled alcoholic beverage merchant wholesalers"
"4249","NAICS 4249 Miscellaneous nondurable goods merchant wholesalers"
"42491","NAICS 42491 Farm supplies merchant wholesalers"
"424910","NAICS 424910 Farm supplies merchant wholesalers"
"42492","NAICS 42492 Book, periodical, and newspaper merchant wholesalers"
"424920","NAICS 424920 Book, periodical, and newspaper merchant wholesalers"
"42493","NAICS 42493 Flower, nursery stock, and florists' supplies merchant wholesalers"
"424930","NAICS 424930 Flower, nursery stock, and florists' supplies merchant wholesalers"
"42494","NAICS 42494 Tobacco product and electronic cigarette merchant wholesalers"
"424940","NAICS 424940 Tobacco product and electronic cigarette merchant wholesalers"
"42495","NAICS 42495 Paint, varnish, and supplies merchant wholesalers"
"424950","NAICS 424950 Paint, varnish, and supplies merchant wholesalers"
"42499","NAICS 42499 Other miscellaneous nondurable goods merchant wholesalers"
"424990","NAICS 424990 Other miscellaneous nondurable goods merchant wholesalers"
"425","NAICS 425 Wholesale trade agents and brokers"
"4251","NAICS 4251 Wholesale trade agents and brokers"
"42511","NAICS17 42511 Business to business electronic markets"
"425110","NAICS17 425110 Business to business electronic markets"
"42512","NAICS 42512 Wholesale trade agents and brokers"
"425120","NAICS 425120 Wholesale trade agents and brokers"
"441","NAICS 441 Motor vehicle and parts dealers"
"4411","NAICS 4411 Automobile dealers"
"44111","NAICS 44111 New car dealers"
"441110","NAICS 441110 New car dealers"
"44112","NAICS 44112 Used car dealers"
"441120","NAICS 441120 Used car dealers"
"4412","NAICS 4412 Other motor vehicle dealers"
"44121","NAICS 44121 Recreational vehicle dealers"
"441210","NAICS 441210 Recreational vehicle dealers"
"44122","NAICS 44122 Motorcycle, boat, and other motor vehicle dealers"
"441221","NAICS07 441221 Motorcycle, atv, personal watercraft dealers"
"441222","NAICS 441222 Boat dealers"
"441227","NAICS 441227 Motorcycle, atv, and all other motor vehicle dealers"
"441228","NAICS17 441228 Motorcycle, atv, and other vehicle dealers"
"441229","NAICS07 441229 All other motor vehicle dealers"
"4413","NAICS 4413 Automotive parts, accessories, and tire retailers"
"44131","NAICS17 44131 Automotive parts and accessories stores"
"441310","NAICS17 441310 Automotive parts and accessories stores"
"44132","NAICS17 44132 Tire dealers"
"441320","NAICS17 441320 Tire dealers"
"44133","NAICS 44133 Automotive parts and accessories retailers"
"441330","NAICS 441330 Automotive parts and accessories retailers"
"44134","NAICS 44134 Tire dealers"
"441340","NAICS 441340 Tire dealers"
"442","NAICS17 442 Furniture and home furnishings stores"
"4421","NAICS17 4421 Furniture stores"
"44211","NAICS17 44211 Furniture stores"
"442110","NAICS17 442110 Furniture stores"
"4422","NAICS17 4422 Home furnishings stores"
"44221","NAICS17 44221 Floor covering stores"
"442210","NAICS17 442210 Floor covering stores"
"44229","NAICS17 44229 Other home furnishings stores"
"442291","NAICS17 442291 Window treatment stores"
"442299","NAICS17 442299 All other home furnishings stores"
"443","NAICS17 443 Electronics and appliance stores"
"4431","NAICS17 4431 Electronics and appliance stores"
"44311","NAICS07 44311 Appliance, tv, and other electronics stores"
"443111","NAICS07 443111 Household appliance stores"
"443112","NAICS07 443112 Radio, tv, and other electronics stores"
"44312","NAICS07 44312 Computer and software stores"
"443120","NAICS07 443120 Computer and software stores"
"44313","NAICS07 44313 Camera and photographic supplies stores"
"443130","NAICS07 443130 Camera and photographic supplies stores"
"44314","NAICS17 44314 Electronics and appliance stores"
"443141","NAICS17 443141 Household appliance stores"
"443142","NAICS17 443142 Electronics stores"
"444","NAICS 444 Building material and garden equipment and supplies dealers"
"4441","NAICS 4441 Building material and supplies dealers"
"44411","NAICS 44411 Home centers"
"444110","NAICS 444110 Home centers"
"44412","NAICS 44412 Paint and wallpaper retailers"
"444120","NAICS 444120 Paint and wallpaper retailers"
"44413","NAICS17 44413 Hardware stores"
"444130","NAICS17 444130 Hardware stores"
"44414","NAICS 44414 Hardware retailers"
"444140","NAICS 444140 Hardware retailers"
"44418","NAICS 44418 Other building material dealers"
"444180","NAICS 444180 Other building material dealers"
"44419","NAICS17 44419 Other building material dealers"
"444190","NAICS17 444190 Other building material dealers"
"4442","NAICS 4442 Lawn and garden equipment and supplies retailers"
"44421","NAICS17 44421 Outdoor power equipment stores"
"444210","NAICS17 444210 Outdoor power equipment stores"
"44422","NAICS17 44422 Nursery, garden, and farm supply stores"
"444220","NAICS17 444220 Nursery, garden, and farm supply stores"
"44423","NAICS 44423 Outdoor power equipment retailers"
"444230","NAICS 444230 Outdoor power equipment retailers"
"44424","NAICS 44424 Nursery, garden center, and farm supply retailers"
"444240","NAICS 444240 Nursery, garden center, and farm supply retailers"
"44-45","NAICS 44-45 Retail trade"
"445","NAICS 445 Food and beverage retailers"
"4451","NAICS 4451 Grocery and convenience retailers"
"44511","NAICS 44511 Supermarkets and other grocery retailers (except convenience retailers)"
"445110","NAICS 445110 Supermarkets and other grocery retailers (except convenience retailers)"
"44512","NAICS17 44512 Convenience stores"
"445120","NAICS17 445120 Convenience stores"
"44513","NAICS 44513 Convenience retailers and vending machine operators"
"445131","NAICS 445131 Convenience retailers"
"445132","NAICS 445132 Vending machine operators"
"4452","NAICS 4452 Specialty food retailers"
"44521","NAICS17 44521 Meat markets"
"445210","NAICS17 445210 Meat markets"
"44522","NAICS17 44522 Fish and seafood markets"
"445220","NAICS17 445220 Fish and seafood markets"
"44523","NAICS 44523 Fruit and vegetable retailers"
"445230","NAICS 445230 Fruit and vegetable retailers"
"44524","NAICS 44524 Meat retailers"
"445240","NAICS 445240 Meat retailers"
"44525","NAICS 44525 Fish and seafood retailers"
"445250","NAICS 445250 Fish and seafood retailers"
"44529","NAICS 44529 Other specialty food retailers"
"445291","NAICS 445291 Baked goods retailers"
"445292","NAICS 445292 Confectionery and nut retailers"
"445298","NAICS 445298 All other specialty food retailers"
"445299","NAICS17 445299 All other specialty food stores"
"4453","NAICS 4453 Beer, wine, and liquor retailers"
"44531","NAICS17 44531 Beer, wine, and liquor stores"
"445310","NAICS17 445310 Beer, wine, and liquor stores"
"44532","NAICS 44532 Beer, wine, and liquor retailers"
"445320","NAICS 445320 Beer, wine, and liquor retailers"
"446","NAICS17 446 Health and personal care stores"
"4461","NAICS17 4461 Health and personal care stores"
"44611","NAICS17 44611 Pharmacies and drug stores"
"446110","NAICS17 446110 Pharmacies and drug stores"
"44612","NAICS17 44612 Cosmetic and beauty supply stores"
"446120","NAICS17 446120 Cosmetic and beauty supply stores"
"44613","NAICS17 44613 Optical goods stores"
"446130","NAICS17 446130 Optical goods stores"
"44619","NAICS17 44619 Other health and personal care stores"
"446191","NAICS17 446191 Food, health, supplement stores"
"446199","NAICS17 446199 All other health and personal care stores"
"447","NAICS17 447 Gasoline stations"
"4471","NAICS17 4471 Gasoline stations"
"44711","NAICS17 44711 Gasoline stations with convenience stores"
"447110","NAICS17 447110 Gasoline stations with convenience stores"
"44719","NAICS17 44719 Other gasoline stations"
"447190","NAICS17 447190 Other gasoline stations"
"448","NAICS17 448 Clothing and clothing accessories stores"
"4481","NAICS17 4481 Clothing stores"
"44811","NAICS17 44811 Men's clothing stores"
"448110","NAICS17 448110 Men's clothing stores"
"44812","NAICS17 44812 Women's clothing stores"
"448120","NAICS17 448120 Women's clothing stores"
"44813","NAICS17 44813 Children's and infants' clothing stores"
"448130","NAICS17 448130 Children's and infants' clothing stores"
"44814","NAICS17 44814 Family clothing stores"
"448140","NAICS17 448140 Family clothing stores"
"44815","NAICS17 44815 Clothing accessories stores"
"448150","NAICS17 448150 Clothing accessories stores"
"44819","NAICS17 44819 Other clothing stores"
"448190","NAICS17 448190 Other clothing stores"
"4482","NAICS17 4482 Shoe stores"
"44821","NAICS17 44821 Shoe stores"
"448210","NAICS17 448210 Shoe stores"
"4483","NAICS17 4483 Jewelry, luggage, and leather goods stores"
"44831","NAICS17 44831 Jewelry stores"
"448310","NAICS17 448310 Jewelry stores"
"44832","NAICS17 44832 Luggage and leather goods stores"
"448320","NAICS17 448320 Luggage and leather goods stores"
"449","NAICS 449 Furniture, home furnishings, electronics, and appliance retailers"
"4491","NAICS 4491 Furniture and home furnishings retailers"
"44911","NAICS 44911 Furniture retailers"
"449110","NAICS 449110 Furniture retailers"
"44912","NAICS 44912 Home furnishings retailers"
"449121","NAICS 449121 Floor covering retailers"
"449122","NAICS 449122 Window treatment retailers"
"449129","NAICS 449129 All other home furnishings retailers"
"4492","NAICS 4492 Electronics and appliance retailers"
"44921","NAICS 44921 Electronics and appliance retailers"
"449210","NAICS 449210 Electronics and appliance retailers"
"451","NAICS17 451 Sports, hobby, music instrument, book stores"
"4511","NAICS17 4511 Sporting goods and musical instrument stores"
"45111","NAICS17 45111 Sporting goods stores"
"451110","NAICS17 451110 Sporting goods stores"
"45112","NAICS17 45112 Hobby, toy, and game stores"
"451120","NAICS17 451120 Hobby, toy, and game stores"
"45113","NAICS17 45113 Sewing, needlework, and piece goods stores"
"451130","NAICS17 451130 Sewing, needlework, and piece goods stores"
"45114","NAICS17 45114 Musical instrument and supplies stores"
"451140","NAICS17 451140 Musical instrument and supplies stores"
"4512","NAICS17 4512 Book stores and news dealers"
"45121","NAICS17 45121 Book stores and news dealers"
"451211","NAICS17 451211 Book stores"
"451212","NAICS17 451212 News dealers and newsstands"
"45122","NAICS07 45122 Precorded tape, cd, and record stores"
"451220","NAICS07 451220 Precorded tape, cd, and record stores"
"452","NAICS17 452 General merchandise stores"
"4521","NAICS12 4521 Department stores"
"45211","NAICS12 45211 Department stores"
"452111","NAICS12 452111 Department stores, except discount"
"452112","NAICS12 452112 Discount department stores"
"4522","NAICS17 4522 Department stores"
"45221","NAICS17 45221 Department stores"
"452210","NAICS17 452210 Department stores"
"4523","NAICS17 4523 General merchandise stores, including warehouse clubs and supercenters"
"45231","NAICS17 45231 General merchandise stores, including warehouse clubs and supercenters"
"452311","NAICS17 452311 Warehouse clubs and supercenters"
"452319","NAICS17 452319 All other general merchandise stores"
"4529","NAICS12 4529 Other general merchandise stores"
"45291","NAICS12 45291 Warehouse clubs and supercenters"
"452910","NAICS12 452910 Warehouse clubs and supercenters"
"45299","NAICS12 45299 All other general merchandise stores"
"452990","NAICS12 452990 All other general merchandise stores"
"453","NAICS17 453 Miscellaneous store retailers"
"4531","NAICS17 4531 Florists"
"45311","NAICS17 45311 Florists"
"453110","NAICS17 453110 Florists"
"4532","NAICS17 4532 Office supplies, stationery, and gift stores"
"45321","NAICS17 45321 Office supplies and stationery stores"
"453210","NAICS17 453210 Office supplies and stationery stores"
